customer_id,plan_type,industry_vertical,region,acquisition_channel,contract_type,tenure_months,monthly_revenue,annual_revenue,support_tickets_last_90d,nps_score,login_frequency_per_month,cac_inr,signup_date,churn_date,churned,arr_loss_inr
RIQ-00180,Basic,Healthcare,Bengaluru,Social Media,Annual,31,950.0,11400.0,0.0,35.0,5,4700.0,2023-04-22,,0,0.0
RIQ-00181,Basic,Healthcare,Delhi,Direct,Monthly,12,720.0,8640.0,1.0,60.0,3,5000.0,2022-12-20,,0,0.0
RIQ-00182,Basic,Fintech,Bengaluru,Organic Search,Monthly,3,840.0,10080.0,0.0,11.0,4,2900.0,2023-04-13,2023-07-24,1,10080.0
RIQ-00183,Basic,Fintech,Mumbai,Direct,Annual,16,550.0,6600.0,3.0,43.0,5,3100.0,2023-01-26,2024-05-23,1,6600.0
RIQ-00184,Pro,Healthcare,Pune,Social Media,Annual,2,1520.0,18240.0,,79.0,16,6100.0,2023-11-06,,0,0.0
RIQ-00185,Basic,Edtech,Delhi,Social Media,Monthly,12,890.0,10680.0,4.0,74.0,8,3800.0,2022-02-20,2023-03-01,1,10680.0
RIQ-00186,Basic,Edtech,Bengaluru,Referral,Monthly,25,640.0,7680.0,4.0,31.0,1,4400.0,2022-08-24,2024-09-16,1,7680.0
RIQ-00187,Basic,E-commerce,Chennai,Paid Search,Monthly,6,620.0,7440.0,1.0,28.0,3,4500.0,2023-11-07,2024-05-11,1,7440.0
RIQ-00188,Basic,E-commerce,Mumbai,Organic Search,Monthly,4,820.0,9840.0,3.0,42.0,8,3300.0,2022-11-13,2023-03-23,1,9840.0
RIQ-00189,Basic,Edtech,Bengaluru,Email Campaign,Monthly,6,540.0,6480.0,2.0,32.0,1,4200.0,2022-10-30,2023-04-23,1,6480.0
RIQ-00190,Enterprise,Fintech,Bengaluru,Paid Search,Annual,49,7700.0,92400.0,2.0,66.0,22,53200.0,2023-01-10,,0,0.0
RIQ-00191,Pro,Fintech,Mumbai,Social Media,Monthly,10,1760.0,21120.0,1.0,89.0,12,12700.0,2023-05-09,2024-03-19,1,21120.0
RIQ-00192,Basic,Healthcare,Hyderabad,Referral,Monthly,4,560.0,6720.0,1.0,57.0,6,2400.0,2022-03-19,,0,0.0
RIQ-00193,Pro,E-commerce,Chennai,Organic Search,Monthly,13,2220.0,26640.0,0.0,61.0,13,13200.0,2023-02-11,,0,0.0
RIQ-00194,Pro,E-commerce,Mumbai,Social Media,Monthly,7,2290.0,27480.0,3.0,95.0,11,7100.0,2022-01-15,,0,0.0
RIQ-00195,Pro,Edtech,Pune,Email Campaign,Annual,32,2250.0,27000.0,2.0,28.0,18,13400.0,2022-09-26,,0,0.0
RIQ-00196,Pro,Edtech,Mumbai,Social Media,Monthly,3,1610.0,19320.0,1.0,85.0,19,14000.0,2022-08-28,2022-11-26,1,19320.0
RIQ-00197,Basic,Edtech,Hyderabad,Referral,Monthly,4,960.0,11520.0,2.0,30.0,7,2200.0,2022-08-15,2022-12-18,1,11520.0
RIQ-00198,Basic,Healthcare,Delhi,Organic Search,Annual,1,650.0,7800.0,1.0,12.0,4,2400.0,2023-02-23,2023-03-13,1,7800.0
RIQ-00199,Enterprise,Edtech,Pune,Referral,Annual,50,7460.0,89520.0,1.0,73.0,23,35500.0,2022-04-10,,0,0.0
RIQ-00200,Basic,E-commerce,Bengaluru,Social Media,Monthly,12,680.0,8160.0,2.0,30.0,3,3800.0,2023-07-08,2024-06-30,1,8160.0
RIQ-00201,Basic,Healthcare,Bengaluru,Paid Search,Monthly,7,830.0,9960.0,1.0,41.0,15,3800.0,2023-05-17,,0,0.0
RIQ-00202,Enterprise,Fintech,Bengaluru,Referral,Annual,7,8450.0,101400.0,1.0,100.0,15,54200.0,2022-08-11,,0,0.0
RIQ-00203,Enterprise,Fintech,Bengaluru,Email Campaign,Annual,4,5500.0,66000.0,1.0,63.0,25,34300.0,2023-01-12,,0,0.0
RIQ-00204,Basic,Edtech,Chennai,Social Media,Monthly,16,700.0,8400.0,2.0,56.0,3,2400.0,2022-07-14,2023-11-21,1,8400.0
RIQ-00205,Basic,Fintech,Pune,Direct,Annual,5,830.0,9960.0,4.0,65.0,5,3800.0,2023-10-20,2024-03-23,1,9960.0
RIQ-00206,Enterprise,Edtech,Bengaluru,Referral,Annual,60,6220.0,74640.0,0.0,100.0,21,53200.0,2022-05-09,,0,0.0
RIQ-00207,Basic,E-commerce,Delhi,Email Campaign,Monthly,3,780.0,9360.0,2.0,35.0,9,4400.0,2023-08-24,2023-11-13,1,9360.0
RIQ-00208,Pro,Fintech,Mumbai,Email Campaign,Monthly,24,2290.0,27480.0,3.0,61.0,10,13700.0,2023-09-03,,0,0.0
RIQ-00209,Basic,E-commerce,Delhi,Organic Search,Monthly,14,560.0,6720.0,1.0,45.0,8,2500.0,2022-09-14,2023-11-18,1,6720.0
RIQ-00210,Basic,Fintech,Hyderabad,Organic Search,Annual,1,510.0,6120.0,1.0,31.0,2,3800.0,2022-09-01,,0,0.0
RIQ-00211,Basic,Healthcare,Delhi,Social Media,Monthly,3,560.0,6720.0,4.0,0.0,6,2300.0,2023-03-08,2023-06-07,1,6720.0
RIQ-00212,Basic,Fintech,Delhi,Referral,Monthly,14,680.0,8160.0,3.0,31.0,9,3400.0,2023-08-31,2024-10-12,1,8160.0
RIQ-00213,Basic,Fintech,Mumbai,Referral,Monthly,4,860.0,10320.0,0.0,33.0,6,3600.0,2023-11-06,,0,0.0
RIQ-00214,Basic,Healthcare,Mumbai,Paid Search,Annual,11,530.0,6360.0,1.0,20.0,2,3200.0,2023-05-06,2024-04-12,1,6360.0
RIQ-00215,Pro,Healthcare,Bengaluru,Direct,Monthly,8,2410.0,28920.0,1.0,60.0,21,8900.0,2022-03-17,,0,0.0
RIQ-00216,Pro,E-commerce,Mumbai,Referral,Annual,18,1630.0,19560.0,4.0,65.0,12,12400.0,2023-10-02,2025-03-30,1,19560.0
RIQ-00217,Basic,Healthcare,Bengaluru,Social Media,Annual,5,800.0,9600.0,1.0,35.0,5,3500.0,2022-10-29,2023-03-27,1,9600.0
RIQ-00218,Pro,Healthcare,Mumbai,Referral,Monthly,11,1610.0,19320.0,1.0,79.0,20,11000.0,2023-11-02,2024-10-02,1,19320.0
RIQ-00219,Pro,Fintech,Delhi,Referral,Monthly,9,1930.0,23160.0,1.0,56.0,16,10100.0,2022-08-22,2023-05-17,1,23160.0
RIQ-00220,Basic,Edtech,Delhi,Email Campaign,Monthly,1,550.0,6600.0,1.0,41.0,1,4000.0,2023-03-14,2023-04-08,1,6600.0
RIQ-00221,Pro,E-commerce,Bengaluru,Direct,Annual,12,2420.0,29040.0,1.0,74.0,16,6800.0,2022-03-10,,0,0.0
RIQ-00222,Basic,E-commerce,Pune,Email Campaign,Monthly,2,870.0,10440.0,1.0,62.0,3,2400.0,2023-01-17,2023-03-28,1,10440.0
RIQ-00223,Basic,E-commerce,Delhi,Referral,Annual,30,780.0,9360.0,1.0,48.0,6,2400.0,2023-11-18,,0,0.0
RIQ-00224,Basic,Edtech,Mumbai,Paid Search,Monthly,3,870.0,10440.0,3.0,54.0,6,2900.0,2022-02-22,2022-06-07,1,10440.0
RIQ-00225,Basic,E-commerce,Mumbai,Referral,Monthly,13,750.0,9000.0,1.0,53.0,10,4000.0,2022-06-08,,0,0.0
RIQ-00226,Basic,Edtech,Chennai,Paid Search,Monthly,6,920.0,11040.0,2.0,29.0,14,2300.0,2023-01-12,,0,0.0
RIQ-00227,Basic,E-commerce,Bengaluru,Referral,Monthly,1,710.0,8520.0,2.0,5.0,12,4500.0,2023-07-29,2023-09-06,1,8520.0
RIQ-00228,Basic,E-commerce,Mumbai,Email Campaign,Monthly,32,510.0,6120.0,4.0,16.0,7,4500.0,2023-11-05,,0,0.0
RIQ-00229,Basic,Fintech,Chennai,Organic Search,Monthly,13,850.0,10200.0,6.0,77.0,5,4800.0,2022-11-13,,0,0.0
RIQ-00230,Pro,E-commerce,Bengaluru,Email Campaign,Monthly,12,1640.0,19680.0,0.0,39.0,16,7300.0,2023-11-05,,0,0.0
RIQ-00231,Pro,E-commerce,Bengaluru,Organic Search,Annual,11,1530.0,18360.0,1.0,48.0,7,9800.0,2023-06-28,,0,0.0
RIQ-00232,Basic,Fintech,Delhi,Social Media,Monthly,12,680.0,8160.0,5.0,9.0,9,4800.0,2022-11-29,2023-12-03,1,8160.0
RIQ-00233,Basic,Healthcare,Mumbai,Social Media,Annual,2,580.0,6960.0,0.0,37.0,8,2100.0,2023-09-25,,0,0.0
RIQ-00234,Basic,Fintech,Bengaluru,Email Campaign,Monthly,3,710.0,8520.0,4.0,42.0,12,3200.0,2023-09-14,2023-12-12,1,8520.0
RIQ-00235,Pro,E-commerce,Delhi,Email Campaign,Annual,4,1840.0,22080.0,0.0,15.0,14,12100.0,2022-04-24,,0,0.0
RIQ-00236,Basic,Fintech,Pune,Referral,Monthly,2,830.0,9960.0,2.0,35.0,5,3200.0,2022-02-16,2022-04-09,1,9960.0
RIQ-00237,Basic,Edtech,Bengaluru,Organic Search,Monthly,29,650.0,7800.0,1.0,26.0,3,4300.0,2022-08-05,,0,0.0
RIQ-00238,Enterprise,E-commerce,Hyderabad,Referral,Annual,53,5600.0,67200.0,1.0,96.0,18,35200.0,2023-05-25,,0,0.0
RIQ-00239,Basic,Healthcare,Pune,Direct,Monthly,12,850.0,10200.0,3.0,77.0,7,3700.0,2023-05-28,,0,0.0
RIQ-00240,Pro,Healthcare,Mumbai,Paid Search,Monthly,15,1900.0,22800.0,0.0,79.0,17,10100.0,2022-02-13,,0,0.0
RIQ-00241,Basic,Edtech,Chennai,Email Campaign,Monthly,10,660.0,7920.0,5.0,60.0,3,3200.0,2023-03-16,2024-01-13,1,7920.0
RIQ-00242,Basic,Healthcare,Pune,Referral,Annual,11,700.0,8400.0,3.0,53.0,3,2500.0,2022-11-29,,0,0.0
RIQ-00243,Basic,Healthcare,Mumbai,Referral,Monthly,29,840.0,10080.0,1.0,61.0,8,2300.0,2023-01-06,,0,0.0
RIQ-00244,Basic,Edtech,Hyderabad,Email Campaign,Annual,2,790.0,9480.0,3.0,24.0,1,2200.0,2023-06-21,,0,0.0
RIQ-00245,pro,E-commerce,Hyderabad,Social Media,Annual,29,1720.0,20640.0,1.0,55.0,14,11700.0,2022-06-22,,0,0.0
RIQ-00246,Basic,Edtech,Hyderabad,Paid Search,Monthly,11,600.0,7200.0,1.0,32.0,9,4200.0,2022-12-24,2023-11-15,1,7200.0
RIQ-00247,Basic,E-commerce,Delhi,Direct,Monthly,9,620.0,7440.0,2.0,72.0,4,2600.0,2022-05-30,2023-02-17,1,7440.0
RIQ-00248,Basic,Edtech,Chennai,Organic Search,Annual,6,830.0,9960.0,2.0,72.0,3,4900.0,2022-07-01,,0,0.0
RIQ-00249,Basic,Edtech,Delhi,Paid Search,Monthly,6,780.0,9360.0,1.0,48.0,6,4000.0,2023-08-17,2024-02-12,1,9360.0
RIQ-00250,Basic,Healthcare,Delhi,Organic Search,Annual,8,990.0,11880.0,2.0,59.0,1,4600.0,2022-11-27,,0,0.0
RIQ-00251,Basic,E-commerce,Bengaluru,Email Campaign,Monthly,24,530.0,6360.0,0.0,54.0,7,3900.0,2023-03-29,,0,0.0
RIQ-00252,Pro,Fintech,Delhi,Organic Search,Monthly,14,1850.0,22200.0,0.0,72.0,13,10100.0,2022-03-17,,0,0.0
RIQ-00253,Basic,Fintech,Chennai,Organic Search,Monthly,1,910.0,10920.0,1.0,50.0,6,4600.0,2022-03-20,2022-04-24,1,10920.0
RIQ-00254,Basic,Fintech,Mumbai,Social Media,Monthly,8,750.0,9000.0,2.0,51.0,8,3700.0,2023-04-19,2023-12-18,1,9000.0
RIQ-00255,Basic,E-commerce,Delhi,Organic Search,Annual,5,720.0,8640.0,3.0,53.0,7,4000.0,2023-08-09,,0,0.0
RIQ-00256,Basic,Fintech,Hyderabad,Referral,Monthly,6,570.0,6840.0,0.0,57.0,5,3400.0,2022-03-05,,0,0.0
RIQ-00257,Basic,Edtech,Pune,Referral,Monthly,13,990.0,11880.0,2.0,34.0,12,3500.0,2022-03-28,,0,0.0
RIQ-00258,Enterprise,E-commerce,Pune,Paid Search,Monthly,17,7190.0,86280.0,0.0,75.0,14,34600.0,2023-03-26,,0,0.0
RIQ-00259,Enterprise,E-commerce,Pune,Social Media,Monthly,30,9590.0,115080.0,0.0,69.0,20,43900.0,2023-02-01,,0,0.0
RIQ-00260,Pro,Healthcare,Pune,Referral,Annual,2,2290.0,27480.0,0.0,42.0,10,9000.0,2023-10-25,,0,0.0
RIQ-00261,Basic,Edtech,Pune,Email Campaign,Annual,3,690.0,8280.0,3.0,57.0,6,4600.0,2022-09-16,2022-12-23,1,8280.0
RIQ-00262,Basic,Fintech,Bengaluru,Organic Search,Monthly,16,570.0,6840.0,5.0,53.0,2,3700.0,2022-03-25,,0,0.0
RIQ-00263,Basic,E-commerce,Mumbai,Organic Search,Monthly,11,980.0,11760.0,2.0,32.0,1,2400.0,2023-11-10,2024-10-02,1,11760.0
RIQ-00264,Basic,Fintech,Delhi,Organic Search,Monthly,4,780.0,9360.0,1.0,47.0,7,3000.0,2023-10-21,2024-02-28,1,9360.0
RIQ-00265,Basic,Edtech,Hyderabad,Referral,Monthly,2,970.0,11640.0,3.0,26.0,6,3900.0,2023-06-24,2023-08-10,1,11640.0
RIQ-00266,Basic,E-commerce,Hyderabad,Paid Search,Annual,4,680.0,8160.0,2.0,39.0,5,2600.0,2022-07-04,2022-11-16,1,8160.0
RIQ-00267,Basic,Fintech,Hyderabad,Referral,Annual,3,610.0,7320.0,0.0,50.0,13,2500.0,2022-05-21,,0,0.0
RIQ-00268,Pro,Edtech,Delhi,Email Campaign,Monthly,10,2010.0,24120.0,0.0,47.0,13,14000.0,2023-07-07,,0,0.0
RIQ-00269,Enterprise,E-commerce,Mumbai,Email Campaign,Annual,14,6680.0,80160.0,2.0,64.0,22,26500.0,2023-09-25,,0,0.0
RIQ-00270,Basic,Healthcare,Bengaluru,Paid Search,Monthly,2,910.0,10920.0,1.0,41.0,3,4700.0,2023-10-02,2023-12-11,1,10920.0
RIQ-00271,Pro,Fintech,Mumbai,Paid Search,Annual,18,1860.0,22320.0,1.0,72.0,16,11500.0,2022-09-01,,0,0.0
RIQ-00272,Pro,Fintech,Pune,Email Campaign,Annual,26,2280.0,27360.0,1.0,81.0,20,8800.0,2022-08-28,,0,0.0
RIQ-00273,Basic,Healthcare,Hyderabad,Direct,Annual,12,730.0,8760.0,4.0,43.0,1,4000.0,2022-07-18,2023-07-09,1,8760.0
RIQ-00274,Basic,Edtech,Delhi,Paid Search,Monthly,5,880.0,10560.0,2.0,49.0,4,3600.0,2023-01-27,2023-06-27,1,10560.0
RIQ-00275,Pro,Fintech,Delhi,Referral,Annual,5,2300.0,27600.0,2.0,47.0,11,6500.0,2022-05-22,,0,0.0
RIQ-00276,pro,E-commerce,Hyderabad,Email Campaign,Monthly,25,1870.0,22440.0,1.0,66.0,11,10600.0,2022-04-16,,0,0.0
RIQ-00277,basic,E-commerce,Mumbai,Email Campaign,Annual,3,540.0,6480.0,1.0,22.0,10,2800.0,2022-06-14,,0,0.0
RIQ-00278,Basic,Healthcare,Chennai,Email Campaign,Annual,15,720.0,8640.0,2.0,65.0,2,4500.0,2022-08-16,,0,0.0
RIQ-00279,Enterprise,E-commerce,Mumbai,Social Media,Annual,4,7070.0,84840.0,0.0,96.0,19,59800.0,2023-02-10,,0,0.0
RIQ-00280,Pro,E-commerce,Mumbai,Email Campaign,Annual,16,1870.0,22440.0,1.0,68.0,18,6900.0,2022-01-29,,0,0.0
RIQ-00281,Pro,Fintech,Bengaluru,Direct,Annual,23,1830.0,21960.0,1.0,37.0,11,8600.0,2022-05-30,,0,0.0
RIQ-00282,Enterprise,Edtech,Bengaluru,Paid Search,Annual,60,8480.0,101760.0,3.0,64.0,22,44600.0,2022-05-23,,0,0.0
RIQ-00283,Pro,Edtech,Chennai,Organic Search,Annual,12,2400.0,28800.0,2.0,48.0,12,13500.0,2022-01-20,,0,0.0
RIQ-00284,Basic,Fintech,Bengaluru,Referral,Monthly,15,860.0,10320.0,1.0,54.0,11,3300.0,2023-06-25,,0,0.0
RIQ-00285,Pro,Healthcare,Bengaluru,Social Media,Annual,9,1620.0,19440.0,0.0,32.0,16,13100.0,2022-09-02,,0,0.0
RIQ-00286,Pro,Edtech,Mumbai,Organic Search,Annual,9,1610.0,19320.0,0.0,78.0,15,6100.0,2023-05-27,,0,0.0
RIQ-00287,Basic,Healthcare,Pune,Organic Search,Annual,11,620.0,7440.0,3.0,49.0,9,2900.0,2022-05-28,,0,0.0
RIQ-00288,Pro,E-commerce,Delhi,Organic Search,Monthly,60,2070.0,24840.0,3.0,50.0,13,6800.0,2022-07-11,,0,0.0
RIQ-00289,Basic,E-commerce,Mumbai,Organic Search,Monthly,2,530.0,6360.0,4.0,33.0,10,3500.0,2023-06-23,2023-08-24,1,6360.0
RIQ-00290,Basic,E-commerce,Delhi,Referral,Monthly,1,690.0,8280.0,2.0,60.0,4,3900.0,2023-04-27,2023-05-13,1,8280.0
RIQ-00291,Basic,Edtech,Bengaluru,Email Campaign,Monthly,2,510.0,6120.0,2.0,19.0,9,2700.0,2022-03-11,2022-05-06,1,6120.0
RIQ-00292,Basic,Edtech,Pune,Organic Search,Monthly,5,790.0,9480.0,3.0,53.0,7,2100.0,2022-12-07,2023-04-25,1,9480.0
RIQ-00293,Pro,Healthcare,Pune,Paid Search,Annual,4,1670.0,20040.0,1.0,2.0,8,10300.0,2023-04-21,,0,0.0
RIQ-00294,Pro,Edtech,Delhi,Social Media,Annual,23,1630.0,19560.0,0.0,66.0,8,7800.0,2023-04-14,,0,0.0
RIQ-00295,Pro,E-commerce,Bengaluru,Paid Search,Monthly,18,2380.0,28560.0,0.0,38.0,15,10600.0,2022-11-20,,0,0.0
RIQ-00296,Basic,Healthcare,Delhi,Direct,Monthly,29,770.0,9240.0,1.0,66.0,3,4300.0,2022-09-17,2025-01-20,1,9240.0
RIQ-00297,Pro,Healthcare,Pune,Organic Search,Monthly,18,2280.0,27360.0,0.0,69.0,12,7100.0,2023-11-03,,0,0.0
RIQ-00298,Basic,Healthcare,Pune,Referral,Monthly,12,940.0,11280.0,1.0,32.0,4,4700.0,2023-03-27,,0,0.0
RIQ-00299,Basic,E-commerce,Mumbai,Paid Search,Monthly,20,750.0,9000.0,3.0,0.0,4,3100.0,2023-05-25,,0,0.0
RIQ-00300,Pro,Edtech,Pune,Organic Search,Annual,1,1580.0,18960.0,0.0,64.0,5,11400.0,2023-03-11,,0,0.0
RIQ-00301,Basic,Edtech,Mumbai,Organic Search,Monthly,7,770.0,9240.0,2.0,44.0,4,2200.0,2022-11-25,2023-06-11,1,9240.0
RIQ-00302,Pro,E-commerce,Bengaluru,Paid Search,Monthly,4,2100.0,25200.0,1.0,87.0,11,10000.0,2023-03-13,,0,0.0
RIQ-00303,Basic,Fintech,Bengaluru,Direct,Monthly,4,860.0,10320.0,0.0,72.0,6,5000.0,2022-12-28,2023-05-01,1,10320.0
RIQ-00304,Basic,Healthcare,Hyderabad,Direct,Monthly,3,970.0,11640.0,2.0,50.0,8,3900.0,2022-03-18,2022-06-22,1,11640.0
RIQ-00305,Enterprise,E-commerce,Hyderabad,Referral,Annual,28,8400.0,100800.0,1.0,64.0,21,51300.0,2022-02-01,,0,0.0
RIQ-00306,Basic,Healthcare,Chennai,Organic Search,Annual,4,520.0,6240.0,1.0,25.0,7,2700.0,2022-03-10,,0,0.0
RIQ-00307,Basic,E-commerce,Bengaluru,Referral,Monthly,12,970.0,11640.0,5.0,27.0,12,3800.0,2022-02-03,,0,0.0
RIQ-00308,Enterprise,Healthcare,Delhi,Referral,Annual,9,6860.0,82320.0,0.0,65.0,17,35900.0,2022-03-20,,0,0.0
RIQ-00309,Basic,Fintech,Bengaluru,Paid Search,Monthly,6,820.0,9840.0,2.0,61.0,6,2300.0,2022-09-13,2023-03-27,1,9840.0
RIQ-00310,Pro,Healthcare,Pune,Social Media,Monthly,18,1890.0,22680.0,1.0,70.0,16,13000.0,2023-07-30,,0,0.0
RIQ-00311,Basic,E-commerce,Chennai,Paid Search,Monthly,1,610.0,7320.0,2.0,52.0,14,4100.0,2023-09-19,2023-10-13,1,7320.0
RIQ-00312,Pro,E-commerce,Chennai,Email Campaign,Monthly,60,1630.0,19560.0,0.0,60.0,15,12400.0,2022-03-17,2027-02-18,1,19560.0
RIQ-00313,Basic,Fintech,Bengaluru,Paid Search,Monthly,8,900.0,10800.0,2.0,52.0,7,3000.0,2022-11-24,2023-07-28,1,10800.0
RIQ-00314,Basic,Healthcare,Delhi,Paid Search,Annual,1,940.0,11280.0,3.0,66.0,4,4100.0,2022-06-11,2022-07-18,1,11280.0
RIQ-00315,Basic,Edtech,Chennai,Organic Search,Monthly,22,680.0,8160.0,2.0,0.0,3,2400.0,2022-08-18,,0,0.0
RIQ-00316,Enterprise,Fintech,Hyderabad,Organic Search,Annual,16,8950.0,107400.0,0.0,85.0,22,38700.0,2022-01-27,,0,0.0
RIQ-00317,Basic,Fintech,Delhi,Email Campaign,Monthly,14,990.0,11880.0,2.0,39.0,2,3800.0,2022-05-13,,0,0.0
RIQ-00318,Pro,E-commerce,Delhi,Organic Search,Annual,3,2500.0,30000.0,1.0,40.0,12,12900.0,2023-05-06,,0,0.0
RIQ-00319,Basic,Edtech,Hyderabad,Direct,Monthly,2,540.0,6480.0,5.0,48.0,12,2200.0,2022-11-21,2023-01-25,1,6480.0
RIQ-00320,Pro,Healthcare,Mumbai,Email Campaign,Monthly,13,1630.0,19560.0,1.0,75.0,13,7600.0,2023-07-19,,0,0.0
RIQ-00321,Basic,Edtech,Delhi,Social Media,Monthly,4,720.0,8640.0,0.0,72.0,3,2400.0,2022-02-26,2022-07-07,1,8640.0
RIQ-00322,Pro,Healthcare,Delhi,Email Campaign,Annual,5,1820.0,21840.0,1.0,91.0,18,14500.0,2022-08-19,,0,0.0
RIQ-00323,Enterprise,E-commerce,Hyderabad,Paid Search,Annual,11,9230.0,110760.0,1.0,69.0,20,31000.0,2022-09-14,,0,0.0
RIQ-00324,Enterprise,E-commerce,Delhi,Organic Search,Annual,1,8120.0,97440.0,2.0,68.0,19,26700.0,2023-09-22,,0,0.0
RIQ-00325,Basic,E-commerce,Mumbai,Social Media,Annual,4,970.0,11640.0,0.0,41.0,6,4000.0,2022-06-07,2022-09-25,1,11640.0
RIQ-00326,Basic,Fintech,Delhi,Direct,Monthly,7,920.0,11040.0,2.0,40.0,9,4500.0,2023-08-01,2024-02-13,1,11040.0
RIQ-00327,Basic,Healthcare,Pune,Paid Search,Annual,3,820.0,9840.0,2.0,9.0,3,4000.0,2023-08-14,2023-11-05,1,9840.0
RIQ-00328,Basic,Fintech,Mumbai,Social Media,Monthly,5,820.0,9840.0,1.0,22.0,6,3900.0,2023-05-25,2023-11-04,1,9840.0
RIQ-00329,Pro,E-commerce,Mumbai,Paid Search,Monthly,8,1980.0,23760.0,1.0,90.0,10,6700.0,2023-02-20,,0,0.0
RIQ-00330,Basic,Healthcare,Pune,Paid Search,Monthly,3,720.0,8640.0,1.0,62.0,8,2600.0,2023-05-11,2023-08-08,1,8640.0
RIQ-00331,Basic,E-commerce,Hyderabad,Paid Search,Monthly,9,860.0,10320.0,1.0,55.0,10,4900.0,2022-12-20,,0,0.0
RIQ-00332,Basic,Edtech,Bengaluru,Social Media,Annual,5,780.0,9360.0,3.0,48.0,7,2700.0,2022-11-23,,0,0.0
RIQ-00333,Pro,E-commerce,Pune,Organic Search,Monthly,36,1640.0,19680.0,1.0,73.0,11,9500.0,2022-02-21,,0,0.0
RIQ-00334,Basic,E-commerce,Chennai,Referral,Monthly,16,620.0,7440.0,2.0,74.0,9,4400.0,2022-06-13,,0,0.0
RIQ-00335,Basic,Fintech,Delhi,Referral,Monthly,3,590.0,7080.0,2.0,64.0,7,5000.0,2022-06-13,2022-09-11,1,7080.0
RIQ-00336,Basic,Edtech,Chennai,Paid Search,Monthly,6,750.0,9000.0,0.0,41.0,4,3200.0,2022-04-03,2022-10-15,1,9000.0
RIQ-00337,Basic,Edtech,Mumbai,Paid Search,Monthly,9,790.0,9480.0,1.0,48.0,9,2800.0,2022-02-19,2022-11-02,1,9480.0
RIQ-00338,Basic,E-commerce,Bengaluru,Paid Search,Monthly,20,840.0,10080.0,1.0,27.0,10,3600.0,2022-10-20,,0,0.0
RIQ-00339,Enterprise,Fintech,Hyderabad,Referral,Annual,60,9410.0,112920.0,0.0,86.0,17,36000.0,2023-01-10,,0,0.0
RIQ-00340,Basic,Fintech,Delhi,Referral,Monthly,7,780.0,9360.0,1.0,49.0,8,3700.0,2022-07-19,2023-02-10,1,9360.0
RIQ-00341,Pro,Fintech,Mumbai,Organic Search,Annual,20,2260.0,27120.0,0.0,83.0,14,11600.0,2022-10-14,,0,0.0
RIQ-00342,Basic,E-commerce,Bengaluru,Paid Search,Monthly,8,560.0,6720.0,1.0,39.0,3,3100.0,2022-04-10,2022-12-03,1,6720.0
RIQ-00343,Enterprise,Edtech,Bengaluru,Email Campaign,Annual,60,6830.0,81960.0,2.0,60.0,15,40000.0,2022-05-28,,0,0.0
RIQ-00344,Basic,E-commerce,Hyderabad,Organic Search,Monthly,7,520.0,6240.0,5.0,23.0,7,3000.0,2022-05-21,2022-12-24,1,6240.0
RIQ-00345,Basic,Fintech,Pune,Organic Search,Monthly,2,800.0,9600.0,1.0,90.0,3,3000.0,2023-06-12,2023-07-31,1,9600.0
RIQ-00346,Basic,E-commerce,Bengaluru,Social Media,Monthly,3,990.0,11880.0,2.0,80.0,5,3000.0,2022-11-03,2023-02-04,1,11880.0
RIQ-00347,Pro,Healthcare,Pune,Social Media,Monthly,21,2210.0,26520.0,0.0,52.0,22,6100.0,2022-11-03,,0,0.0
RIQ-00348,Pro,Edtech,Chennai,Organic Search,Monthly,7,1610.0,19320.0,0.0,75.0,18,13200.0,2023-03-03,,0,0.0
RIQ-00349,Basic,Fintech,Bengaluru,Social Media,Monthly,22,840.0,10080.0,1.0,52.0,6,3400.0,2022-01-28,2023-11-23,1,10080.0
RIQ-00350,Basic,Edtech,Mumbai,Referral,Monthly,49,890.0,10680.0,2.0,12.0,1,2700.0,2023-08-15,,0,0.0
RIQ-00351,Pro,E-commerce,Pune,Direct,Annual,17,2020.0,24240.0,1.0,100.0,11,9400.0,2023-09-27,,0,0.0
RIQ-00352,Basic,E-commerce,Delhi,Organic Search,Annual,11,620.0,7440.0,1.0,83.0,10,4800.0,2023-08-10,,0,0.0
RIQ-00353,Basic,Healthcare,Bengaluru,Organic Search,Monthly,7,660.0,7920.0,2.0,43.0,5,3200.0,2022-06-05,,0,0.0
RIQ-00354,Basic,Healthcare,Hyderabad,Social Media,Annual,15,800.0,9600.0,0.0,85.0,4,4600.0,2023-04-28,,0,0.0
RIQ-00355,Basic,Healthcare,Mumbai,Email Campaign,Monthly,29,570.0,6840.0,1.0,43.0,4,3700.0,2022-08-01,,0,0.0
RIQ-00356,Enterprise,Fintech,Bengaluru,Email Campaign,Monthly,60,6880.0,82560.0,0.0,64.0,25,41900.0,2022-06-27,,0,0.0
RIQ-00357,Pro,Edtech,Mumbai,Social Media,Annual,38,2170.0,26040.0,1.0,51.0,13,12200.0,2023-11-29,,0,0.0
RIQ-00358,Pro,Edtech,Pune,Social Media,Annual,28,1690.0,20280.0,2.0,71.0,13,8700.0,2022-09-10,,0,0.0
RIQ-00359,Basic,Fintech,Bengaluru,Organic Search,Monthly,1,990.0,11880.0,3.0,34.0,6,2600.0,2022-10-23,2022-11-29,1,11880.0
